code,country,age_midage,age_old,age_veryold,age_veryyoung,age_young,code_numeric,education,fhpolrigaug,laborshare,lpop,lrgdpch,medage,nsave,polity4,socialist,year,year_numeric,sample,worldincome,worlddemocracy,samplebalancefe,samplebalancegmm
VEN,"Venezuela, RB",0.1504633,0.0890529,0.0493168,0.433014,0.278153,196,3.378,0.8333333,0.2939294,9.452031,9.01757,18.1,0.3968368,0.95,0,1975,36,1,9.207636,0.2772313,1,1
VNM,Vietnam,0.1404511,0.105578,0.0748739,0.4311085,0.2479885,197,,,,10.77958,,18.2,,,0,1975,36,1,0.6141401,0.0150078,,
VNM_N,"Vietnam, North",,,,,,198,,0,,,,,,0.15,0,1975,36,1,0.6141401,0.0150078,,
VNM_S,"Vietnam, South",,,,,,199,,0,,,,,,0.35,0,1975,36,1,0.6141401,0.0150078,,
YEM_N,"Yemen, N.Arab",,,,,,204,,0.1666667,,,,,,0.3,0,1975,36,1,,,,
YEM_S,"Yemen, South",,,,,,205,,0,,,,,,0.15,0,1975,36,1,,,,
ZAF,South Africa,0.1597365,0.0960667,0.0517342,0.4270103,0.2654524,208,4.411,0.5,0.4949903,10.11569,8.930145,18.5,0.2273176,0.7,0,1975,36,1,8.103709,0.2326294,1,1
ZAR,"Congo, Dem. Rep.",0.1545813,0.0863861,0.0454774,0.4564507,0.2571045,209,1.11,0,,10.04971,6.868011,17.2,0.122807,0.05,0,1975,36,1,4.61011,0.1221975,1,1
ZMB,Zambia,0.1476802,0.0821323,0.0420533,0.4760118,0.2521224,210,2.102,0.3333333,0.2608426,8.484877,7.210035,16.2,0.2120672,0.05,0,1975,36,1,14.58507,0.3807538,1,
ZWE,Zimbabwe,0.1353946,0.0812042,0.0468674,0.4873881,0.2491456,211,2.147,0.1666667,0.4316869,8.716208,7.831994,15.6,0.2196383,0.7,0,1975,36,1,7.016479,0.178572,,
ADO,Andorra,,,,,,1,,,,,,,,,0,1980,37,1,,,,
AFG,Afghanistan,0.1580897,0.0933325,0.04703,0.4387485,0.2627993,2,0.786,0,,9.677214,,18,,0.15,0,1980,37,1,,,,
AGO,Angola,0.1567821,0.0939274,0.0488082,0.4458002,0.2546822,3,,0,,8.862484,7.563512,17.7,0.414045,0.15,0,1980,37,1,13.18222,0.4069816,,
ARE,United Arab Emirates,0.2778325,0.0660098,0.0197044,0.2857143,0.3507389,5,,0.3333333,,6.949856,,26.1,,0.1,0,1980,37,1,,,,
ARG,Argentina,0.1861674,0.1524579,0.1190688,0.305165,0.2371409,6,6.618,0.1666667,0.1957906,10.24331,9.271142,27.2,0.2375593,0.05,0,1980,37,1,3.125826,0.0783461,1,1
AUS,Australia,0.2001784,0.152896,0.1372495,0.2528822,0.2567939,9,10.019,1,0.5330667,9.595058,9.748026,29.4,0.2364305,1,0,1980,37,1,6.617224,0.1922643,1,1
AUT,Austria,0.1987018,0.173003,0.1914161,0.2042655,0.2326136,10,8.425,1,0.5532086,8.9297,9.666615,34.7,0.2722035,1,0,1980,37,1,13.13671,0.2962038,1,1
BDI,Burundi,0.1302663,0.0801453,0.0542373,0.4474576,0.2878935,14,,0,0.181053,8.326033,6.623969,17.3,-0.0059692,0.15,0,1980,37,1,5.735605,0.1359356,1,1
BEL,Belgium,0.1911959,0.1863272,0.1853129,0.2003246,0.2368394,15,7.849,1,0.4812134,9.194922,9.700546,34.2,0.2141755,1,0,1980,37,1,,,1,1
BEN,Benin,0.1371528,0.0818866,0.0598958,0.4508102,0.2702546,16,0.652,0,,8.148735,6.907778,17.2,-0.0496784,0.15,0,1980,37,1,9.670344,0.2920527,1,1
BFA,Burkina Faso,0.1285547,0.0760774,0.0518909,0.492231,0.251246,17,,0.1666667,0.1825083,8.848222,6.639576,15.4,-0.0580409,0.15,0,1980,37,1,5.639902,0.149485,1,1
BGD,Bangladesh,0.1434285,0.0862548,0.0521387,0.4388264,0.2793516,18,1.681,0.6666667,0.2775897,11.35555,6.880692,17.8,0.1021925,0.3,0,1980,37,1,4.195515,0.1022806,,
BHR,Bahrain,0.1988473,0.0864553,0.0345821,0.3458213,0.334294,20,3.123,0.3333333,,5.811141,,22.3,,0,0,1980,37,1,,,,
BHS,Bahamas,0.1666667,0.0904762,0.0571429,0.3857143,0.3,21,,1,0.3675544,5.347107,,19.7,,,0,1980,37,1,,,,
BOL,Bolivia,0.1568335,0.0957804,0.0550784,0.4253174,0.2669903,25,4.001,0,0.3052399,8.585786,8.023971,18.6,0.1909455,0.15,0,1980,37,1,7.341814,0.1619412,1,1
BRA,Brazil,0.1660253,0.099232,0.0619254,0.3808443,0.291973,26,2.976,0.5,0.2063416,11.70862,8.760891,20.3,0.2109337,0.3,0,1980,37,1,4.422324,0.1106271,1,1
BRB,Barbados,0.1485944,0.1124498,0.1405623,0.2971888,0.3012048,27,6.84,1,0.6584628,5.517854,9.230895,24.4,0.2260488,,0,1980,37,1,16.41678,0.5574126,,
BTN,Bhutan,0.1654021,0.1031866,0.0576631,0.4135053,0.2602428,29,,0.3333333,,6.19007,,19.3,,0.1,0,1980,37,1,,,,
BWA,Botswana,0.1318458,0.0638945,0.035497,0.4918864,0.2768763,30,2.29,0.8333333,0.3895154,6.809039,8.141397,15.4,0.3442996,0.85,0,1980,37,1,4.727293,0.1298103,,
CAF,Central African Republic,0.1538128,0.1035529,0.0641248,0.4207106,0.257799,31,0.738,0,0.5616046,7.746301,7.493813,19,-0.0884197,0.15,0,1980,37,1,5.154516,0.1599439,1,1
CAN,Canada,0.2019415,0.1502631,0.1328874,0.2273932,0.2875148,32,10.225,1,0.471002,10.11022,9.851376,29.2,0.2524701,1,0,1980,37,1,12.44847,0.4039877,1,1
CHE,Switzerland,0.219022,0.1742364,0.1826238,0.1973414,0.2267764,33,10.074,1,,8.751316,10.01333,34.8,0.251967,1,0,1980,37,1,15.88246,0.4139791,1,1
CHL,Chile,0.1760115,0.1128555,0.0816363,0.3351575,0.2943393,34,5.956,0.1666667,0.1626224,9.318926,8.59636,22.6,0.1683721,0.15,0,1980,37,1,10.20113,0.2823763,1,1
CHN,China,0.1669405,0.1192229,0.073948,0.3550317,0.2848569,35,3.614,0.1666667,0.1567371,13.79657,6.974238,22.1,0.2843545,0.15,0,1980,37,1,4.737519,0.133633,1,1
CIV,Cote d'Ivoire,0.1605978,0.0886016,0.041039,0.4536828,0.2560787,36,,0.1666667,,9.011157,7.834884,17.4,0.2040911,0.05,0,1980,37,1,13.55925,0.4054343,1,1
CMR,Cameroon,0.1549006,0.0966415,0.0568883,0.4436829,0.2478867,37,1.725,0.1666667,0.3115495,9.073833,7.662082,17.9,0.2175762,0.1,0,1980,37,1,9.080709,0.2804634,1,1
COG,"Congo, Rep.",0.150305,0.0898502,0.0521353,0.4547976,0.2529118,38,2.454,0,0.472422,7.41998,7.354609,17.2,0.4422419,0.1,0,1980,37,1,19.40081,0.6253322,1,1
COL,Colombia,0.1502092,0.0862305,0.0573347,0.4066158,0.2996098,39,3.939,0.8333333,0.204328,10.2558,8.369085,18.9,0.2011996,0.9,0,1980,37,1,5.416062,0.1617211,1,1
COM,Comoros,0.1450777,0.0777202,0.0414508,0.4792746,0.2564767,40,,0.5,,5.81413,7.63765,16,-0.1007511,0.25,0,1980,37,1,12.1692,0.3872314,,
CPV,Cape Verde,0.0896552,0.0931034,0.0827586,0.4586207,0.2758621,41,,0.1666667,,5.666427,7.571468,16.5,-0.0656093,,0,1980,37,1,10.53287,0.3214628,,
CRI,Costa Rica,0.1508309,0.0890499,0.0715807,0.3775032,0.3110354,42,4.703,1,0.3386631,7.733684,8.597603,20,0.1623359,1,0,1980,37,1,16.35518,0.473523,1,1
CUB,Cuba,0.1880729,0.1166959,0.1078381,0.3193944,0.2679988,43,,0.1666667,,9.180912,,24.2,,0.15,0,1980,37,1,2.338856,0.0583122,,
CYP,Cyprus,0.2013093,0.1358429,0.1407529,0.2438625,0.2782324,44,6.531,0.6666667,0.4711309,6.415097,8.957566,28.7,0.2000526,1,0,1980,37,1,19.82149,0.5314501,1,1
DEU,Germany,0.210722,0.1786992,0.1928393,0.1848815,0.2328582,47,,,,11.26834,9.6754,36.4,0.2278316,,0,1980,37,1,10.03092,0.3239397,,
DEU_W,"Germany, West",,,,,,49,8.405,1,,,,,,1,0,1980,37,1,10.03092,0.3239397,,
DNK,Denmark,0.2117486,0.162178,0.1947697,0.2084309,0.2228727,52,9.163,1,0.5566534,8.541495,9.814511,34.3,0.1901075,1,0,1980,37,1,13.209,0.3737216,1,1
DOM,Dominican Republic,0.1504301,0.0856591,0.048271,0.4225031,0.2931367,53,3.36,0.8333333,0.2417521,8.647344,7.978275,18.2,0.1535213,0.8,0,1980,37,1,11.45476,0.3798065,1,1
DZA,Algeria,0.1268876,0.0835601,0.0575209,0.4649698,0.2670615,54,1.555,0.1666667,0.5427818,9.834629,8.469116,16.6,0.4307692,0.05,0,1980,37,1,10.65545,0.3223357,1,
ECU,Ecuador,0.1485994,0.087803,0.0591634,0.4280869,0.2763472,55,5.401,0.8333333,0.3698543,8.98231,8.352687,18.4,0.2586366,0.95,0,1980,37,1,9.287933,0.278962,1,1
EGY,"Egypt, Arab Rep.",0.151019,0.1060913,0.0610042,0.4140043,0.2678811,56,2.213,0.3333333,0.5959941,10.61827,7.793143,19.2,0.1516275,0.2,0,1980,37,1,8.420774,0.2383982,1,1
ESP,Spain,0.1823824,0.1732992,0.1486335,0.265729,0.2299558,58,5.148,0.8333333,0.4195096,10.52905,9.350207,30.3,0.2208967,0.95,0,1980,37,1,7.085692,0.1853045,1,1
ETH_1,Ethiopia -pre 1993,0.1559052,0.0866344,0.0440265,0.4521646,0.2612693,61,,0,0.197306,10.59911,6.463727,,0.0818852,0.15,0,1980,37,1,4.778975,0.134242,,
FIN,Finland,0.2189918,0.1690023,0.1635641,0.2030956,0.2453462,63,8.329,0.8333333,0.4346441,8.472196,9.651776,32.8,0.2874487,1,0,1980,37,1,9.903378,0.2905779,1,1
FJI,Fiji,0.1708861,0.0917722,0.0458861,0.3908228,0.3006329,64,6.007,0.8333333,0.5544454,6.452049,8.43384,19.8,0.2689843,0.95,0,1980,37,1,15.13136,0.5087767,,
FRA,France,0.1912884,0.1766638,0.1721354,0.2228202,0.2370922,65,6.77,1,0.6845472,10.89452,9.693839,32.5,0.2266111,0.9,0,1980,37,1,8.449974,0.2148675,1,1
GAB,Gabon,0.1582734,0.1151079,0.0920863,0.3884892,0.2460432,66,,0.1666667,,6.539586,9.111508,21.5,0.6061947,0.05,0,1980,37,1,17.7873,0.5609145,1,1
GBR,United Kingdom,0.1932254,0.1735967,0.2014731,0.2089463,0.2227585,67,8.166,1,0.4391622,10.93898,9.569088,34.6,0.1949839,1,0,1980,37,1,10.27464,0.2937267,1,1
GHA,Ghana,0.1495835,0.0831221,0.0444585,0.4606121,0.2622238,70,2.349,0.8333333,0.153642,9.281731,7.09344,16.9,0.0493559,0.8,0,1980,37,1,5.509046,0.1621456,1,1
GIN,Guinea,0.1493493,0.0872626,0.0441647,0.452955,0.2662684,71,,0,,8.403129,7.86262,17.3,0.4277333,0.05,0,1980,37,1,8.283786,0.2443806,1,
GMB,"Gambia, The",0.1791731,0.1026034,0.0474732,0.4272588,0.2434916,72,0.63,0.8333333,,6.463029,7.144153,18.9,0.058332,0.9,0,1980,37,1,20.02932,0.5811795,,
GNB,Guinea-Bissau,0.1549118,0.1032746,0.0579345,0.4395466,0.2443325,73,,0.1666667,,6.637258,6.103621,18.2,-0.0097332,0.15,0,1980,37,1,10.63865,0.3194677,,
GNQ,Equatorial Guinea,0.1538462,0.1085973,0.0723982,0.4072398,0.2579186,74,,0,,5.379897,7.689084,19.8,-0.1718,0.15,0,1980,37,1,33.73541,0.9525735,,
GRC,Greece,0.1942342,0.1881157,0.1745307,0.2281448,0.2149746,75,6.556,0.8333333,0.4560136,9.173987,9.380486,34.2,0.2160404,0.9,0,1980,37,1,9.00358,0.2167339,1,1
GRD,Grenada,,,,,,76,,0.3333333,,4.50092,8.012017,,-0.0496102,,0,1980,37,1,15.51641,0.527172,,
GTM,Guatemala,0.1404692,0.0892962,0.0451613,0.4598241,0.2652493,77,2.335,0.3333333,0.2336548,8.827615,8.308284,16.9,0.1313288,0.25,0,1980,37,1,7.882411,0.2254526,1,1
GUY,Guyana,0.1389253,0.0878113,0.0576671,0.4102228,0.3053735,78,4.708,0.5,,6.634634,7.945521,18.5,0.2040451,0.15,0,1980,37,1,28.07011,0.934161,,
HND,Honduras,0.1372934,0.077893,0.0420286,0.472121,0.2706641,79,2.334,0.5,0.3954192,8.179481,7.731841,16.3,0.1695246,,0,1980,37,1,12.86977,0.4030354,1,1
HTI,Haiti,0.1531267,0.0970108,0.0665689,0.4181185,0.2651751,81,1.45,0.1666667,,8.585412,7.013275,18.9,0.0805856,0.05,0,1980,37,1,12.48091,0.4158365,,
IDN,Indonesia,0.1652779,0.1044035,0.0547396,0.4043522,0.2712267,83,3.086,0.3333333,0.2546586,11.90701,7.54732,19.6,0.3801062,0.15,0,1980,37,1,10.44707,0.3085467,1,1
IND,India,0.1677392,0.1119641,0.0647524,0.3854948,0.2700496,84,2.715,0.8333333,0.4922402,13.44057,7.055082,20.6,0.1711489,0.9,0,1980,37,1,2.607197,0.0655885,1,1
IRL,Ireland,0.1655395,0.1355484,0.1484857,0.3060865,0.2443399,85,7.605,1,0.3446802,8.131824,9.206577,26.4,0.1000532,1,0,1980,37,1,24.11629,0.7644117,1,1
IRN,Iran,0.1332096,0.1007778,0.0541379,0.4469805,0.2648943,86,1.934,0.3333333,0.5487418,10.57449,8.301185,17.5,0.2642846,,0,1980,37,1,3.947238,0.102598,1,1
IRQ,Iraq,0.1505824,0.0809226,0.0415799,0.4608501,0.2660649,87,1.833,0.1666667,0.2890503,9.473243,,16.9,,0.05,0,1980,37,1,,,,
ISL,Iceland,0.1754386,0.1403509,0.131579,0.2763158,0.2763158,88,7.11,1,0.5446389,5.429346,9.808449,26.9,0.2731495,1,0,1980,37,1,13.2618,0.4172182,1,1
ISR,Israel,0.1686587,0.1237716,0.1176627,0.3320053,0.2579017,89,9.115,0.8333333,0.6023094,8.263075,9.34363,24.8,0.0684245,0.95,0,1980,37,1,12.29227,0.3701168,1,1
ITA,Italy,0.1998937,0.187685,0.1699123,0.2227341,0.219775,90,5.324,1,0.4549198,10.94083,9.631416,34,0.2488066,1,0,1980,37,1,8.883133,0.2198708,1,1
JAM,Jamaica,0.132677,0.0951711,0.092827,0.4022503,0.2770745,91,3.602,0.8333333,0.4019729,7.665285,8.146678,19.2,0.1593304,1,0,1980,37,1,18.19429,0.6225358,1,1
JOR,Jordan,0.1338724,0.0772686,0.0462713,0.4937107,0.2488769,92,2.933,0.1666667,0.296617,7.687539,8.306857,15.3,-0.0764212,0,0,1980,37,1,20.85147,0.4231788,1,1
JPN,Japan,0.2415352,0.1777034,0.1285967,0.2355338,0.2166308,93,8.232,1,0.3570409,11.66806,9.656223,32.6,0.3147519,1,0,1980,37,1,5.217009,0.125311,1,1
KEN,Kenya,0.1198069,0.0745968,0.0446603,0.5012219,0.2597141,95,2.456,0.3333333,0.4502225,9.719084,7.12166,15,0.1339974,0.2,0,1980,37,1,10.5252,0.2604609,1,1
KHM,Cambodia,0.1636171,0.0889158,0.048692,0.4023892,0.2963859,97,,0,,8.826917,,19.2,,,0,1980,37,1,,,,
KOE,Korea,0.1930586,0.1113883,0.0607375,0.342209,0.2926067,100,,,,10.92089,,,,,0,1980,37,1,,,,
KOR,"Korea, Rep.",0.1781817,0.1104816,0.0597262,0.3399696,0.3116409,101,6.808,0.3333333,0.2632229,10.5486,8.47425,21.8,0.2487222,0.1,0,1980,37,1,15.54914,0.4570159,1,1
KWT,Kuwait,0.2165698,0.0763081,0.0225291,0.4026163,0.2819767,102,4.294,0.1666667,0.4340066,7.226209,,20.5,,0,0,1980,37,1,,,,
LAO,Lao PDR,0.1648489,0.0959801,0.0476784,0.4200686,0.2714241,103,,0,,8.072468,,18.8,,0.15,0,1980,37,1,,,,
LBN,Lebanon,0.1390555,0.1128186,0.0734633,0.4010495,0.2736132,104,,0.5,,8.007151,,19.3,,,0,1980,37,1,,,,
LBR,Liberia,0.1466809,0.0824411,0.0422912,0.4625268,0.26606,105,1.305,0.1666667,,7.536897,,16.8,,0.15,0,1980,37,1,,,,
LBY,Libya,0.1621799,0.0833881,0.0374261,0.4665135,0.2504925,106,,0.1666667,,8.020599,,16.8,,0.15,0,1980,37,1,,,,
LIE,Liechtenstein,,,,,,108,,,,,,,,,0,1980,37,1,,,,
LKA,Sri Lanka,0.174768,0.112616,0.070471,0.3466483,0.2954967,109,5.183,0.8333333,0.189244,9.588983,7.489711,22.1,0.1118793,0.8,0,1980,37,1,15.1441,0.3465417,1,1
LSO,Lesotho,0.130094,0.0987461,0.065047,0.4420063,0.2641066,110,3.544,0.3333333,0.2012939,7.21671,7.213881,17.7,-0.5926829,0.15,0,1980,37,1,2.082986,0.0572495,,
LUX,Luxembourg,0.2082192,0.1863014,0.1780822,0.1917808,0.2356164,112,,1,0.5039321,5.899623,9.790245,34.8,0.1659956,,0,1980,37,1,,,1,1
MAR,Morocco,0.1380075,0.0901821,0.0618583,0.4319765,0.2779756,114,,0.5,,9.8721,8.00448,18.2,0.1292118,0.1,0,1980,37,1,10.51488,0.2836799,1,1
MDG,Madagascar,0.1458886,0.0884173,0.0488506,0.4475022,0.2693413,116,,0.1666667,0.3853754,9.090768,6.990982,17.5,-0.0140515,0.2,0,1980,37,1,5.885517,0.1736749,1,1
MDV,Maldives,0.1329114,0.0949367,0.0696203,0.4303797,0.2721519,117,,0.3333333,,5.062595,,18.5,,,0,1980,37,1,,,,
MEX,Mexico,0.1436457,0.0818127,0.0536193,0.4513016,0.2696207,118,4.009,0.6666667,0.2161605,11.12092,8.943083,17.2,0.2681438,0.35,0,1980,37,1,6.430773,0.2089615,1,1
MLI,Mali,0.1455139,0.0796423,0.0360591,0.4704713,0.2683135,120,0.366,0,,8.793308,6.850566,16.4,0.0103597,0.15,0,1980,37,1,7.5635,0.1871094,1,1
MLT,Malta,0.2136223,0.1517028,0.1362229,0.2321981,0.2662539,121,5.839,0.8333333,0.518766,5.897154,,30,,,0,1980,37,1,,,,
MMR,Myanmar,0.1592689,0.1003738,0.0656302,0.4056492,0.2690779,122,1.26,0,,10.42543,,19.7,,0.1,0,1980,37,1,,,,
MNG,Mongolia,0.1610577,0.0907452,0.0480769,0.4308894,0.2692308,123,,0,,7.416378,,18.2,,0.15,0,1980,37,1,,,,
MOZ,Mozambique,0.1594671,0.0927673,0.0499007,0.4377689,0.260096,125,0.528,0,,9.400547,7.029049,18.1,-0.1060085,0.1,0,1980,37,1,7.520263,0.2000333,,
MRT,Mauritania,0.1609695,0.0957116,0.0497203,0.4387819,0.2548167,126,,0,,7.346655,7.545162,18,-0.0308261,0.15,0,1980,37,1,17.7375,0.5324997,1,1
MUS,Mauritius,0.1821946,0.1024845,0.0590062,0.3561077,0.300207,127,4.504,0.8333333,0.4877291,6.873164,8.658683,21.5,0.1047487,0.95,0,1980,37,1,22.49305,0.6576318,,
MWI,Malawi,0.1508976,0.0803817,0.0397865,0.4748504,0.2540838,128,2.413,0.1666667,0.2971982,8.729559,6.482756,16.2,0.10785,0.05,0,1980,37,1,12.02808,0.3163109,1,
MYS,Malaysia,0.1644751,0.0912459,0.057174,0.3932437,0.2938612,129,4.489,0.6666667,0.2922237,9.529739,8.492172,19.7,0.3292376,0.7,0,1980,37,1,26.01577,0.6827297,1,1
NER,Niger,0.1329873,0.0753535,0.0388402,0.4911402,0.2616789,131,0.386,0,0.0875884,8.633553,7.032337,15.4,0.145283,0.15,0,1980,37,1,8.772988,0.2757193,1,1
NGA,Nigeria,0.1493222,0.0871059,0.0471519,0.4516355,0.2647845,132,,0.8333333,0.2256585,11.17252,7.102584,17.4,0.3143107,0.85,0,1980,37,1,9.240356,0.2807854,1,1
NIC,Nicaragua,0.1332192,0.0763699,0.040411,0.4760274,0.2739726,133,2.858,0.3333333,0.1929096,7.979681,8.01919,16.1,-0.0226071,,0,1980,37,1,12.32073,0.348206,1,1
NLD,Netherlands,0.2081566,0.1565592,0.157054,0.2232824,0.2549477,134,7.991,1,0.68047,9.55747,9.694074,31.3,0.2070549,1,0,1980,37,1,21.5577,0.5341187,1,1
NOR,Norway,0.1888916,0.1597749,0.2025936,0.2216785,0.2270614,135,8.284,1,0.5762928,8.316545,9.730227,33.3,0.3445462,1,0,1980,37,1,13.23933,0.3957628,1,1
NPL,Nepal,0.1675963,0.1004637,0.056179,0.4108595,0.2649015,136,0.612,0.6666667,,9.585964,6.756389,19.3,0.1109588,0.05,0,1980,37,1,4.401917,0.1194273,1,1
NZL,New Zealand,0.18991,0.1429949,0.1404242,0.2673522,0.2593188,137,11.425,1,0.59282,8.043343,9.563643,28.3,0.2036584,1,0,1980,37,1,11.40459,0.3520647,1,1
OMN,Oman,0.1743892,0.0665543,0.0362258,0.4557709,0.2670598,139,,0.1666667,,7.003974,,17.3,,0,0,1980,37,1,,,,
PAK,Pakistan-post-1972,0.1590701,0.1030923,0.0543438,0.4200317,0.2634622,140,1.737,0,0.2035718,11.32334,7.049308,19,0.0686574,0.15,0,1980,37,1,7.693043,0.1818622,,
PAK_1,Pakistan-pre-1972,0.1510502,0.0944591,0.0532132,0.4296684,0.2716092,141,,,0.2035718,12.03272,,,,,0,1980,37,1,7.693043,0.1818622,,
PAN,Panama,0.1571941,0.0921659,0.0670763,0.4045059,0.2790579,142,5.913,0.5,0.3346052,7.575585,8.583906,19.3,0.3050594,0.2,0,1980,37,1,26.00282,0.8058851,1,1
PER,Peru,0.1565368,0.0931025,0.0555267,0.4192208,0.2756133,144,5.442,0.8333333,0.17704,9.759848,8.497258,18.7,0.3199792,0.85,0,1980,37,1,5.903219,0.1722673,1,1
PHL,Philippines,0.1522386,0.0816819,0.0491173,0.4311797,0.2857826,145,6.056,0.3333333,0.2067477,10.77969,8.098315,18.1,0.2415747,0.05,0,1980,37,1,10.7852,0.3039601,1,1
PNG,Papua New Guinea,0.1588526,0.0872918,0.0373226,0.4370759,0.2794571,147,0.916,0.8333333,0.3494063,8.034631,8.045626,17.9,0.1506937,1,0,1980,37,1,20.40947,0.5983309,,
PRK,"Korea, Dem. Rep.",0.2260409,0.1133985,0.0629798,0.3471738,0.2504071,149,,0,,9.752432,,22.8,,0.05,0,1980,37,1,,,,
PRT,Portugal,0.1770428,0.1641409,0.1456072,0.2594716,0.2537374,150,3.272,0.8333333,0.4091526,9.186663,9.10981,29.1,0.20534,0.95,0,1980,37,1,13.17674,0.3667095,1,1
PRY,Paraguay,0.1396917,0.0789981,0.0642261,0.4216442,0.29544,151,4.64,0.3333333,,8.043663,8.408973,18.5,0.1825224,0.1,0,1980,37,1,6.301427,0.1430397,1,1
QAT,Qatar,0.2565217,0.0826087,0.0217391,0.3217391,0.3173913,152,,0.3333333,,5.433722,,24.4,,0,0,1980,37,1,,,,
RWA,Rwanda,0.1403645,0.0750291,0.0374176,0.4881737,0.2590151,155,1.135,0.1666667,0.1902888,8.549273,7.00038,15.6,0.0419483,0.15,0,1980,37,1,4.868092,0.1186606,1,1
SAU,Saudi Arabia,0.1616866,0.0808954,0.0436231,0.4432067,0.2705882,157,,0.1666667,,9.145482,,18,,0,0,1980,37,1,,,,
SDN,Sudan,0.160227,0.0892958,0.0464792,0.4433325,0.2606655,159,0.642,0.3333333,,9.868689,,17.8,,0.15,0,1980,37,1,,,,
SEN,Senegal,0.1498465,0.0882831,0.0465788,0.4535115,0.2617801,160,1.919,0.5,0.4328554,8.619389,7.287621,17.3,-0.049103,0.4,0,1980,37,1,12.04393,0.3413357,,
SGP,Singapore,0.1983437,0.1122153,0.0720497,0.2708074,0.3465838,162,3.647,0.3333333,0.3666889,7.789041,9.34695,24.5,0.3807705,0.4,0,1980,37,1,78.65286,2.002634,1,1
SLE,Sierra Leone,0.1609018,0.0991353,0.0518839,0.4302038,0.2578752,165,0.83,0.3333333,,8.082093,7.119874,18.5,-0.0377854,0.15,0,1980,37,1,6.273681,0.1902064,1,
SLV,El Salvador,0.1445389,0.088075,0.0512317,0.4495313,0.2666231,166,3.303,0.1666667,0.2159047,8.430763,8.332961,17.3,0.1419042,,0,1980,37,1,11.01729,0.3099477,1,1
SOM,Somalia,0.141844,0.0829479,0.0468702,0.4674684,0.2608696,167,,0,,8.777555,,16.6,,0.15,0,1980,37,1,,,,
STP,Sao Tome and Principe,0.1145833,0.1041667,0.0729167,0.4583333,0.25,168,,0.1666667,,4.488636,6.899385,16.7,-0.1487984,,0,1980,37,1,18.62756,0.5505561,,
SUR,Suriname,0.1384181,0.0988701,0.0621469,0.4096045,0.2909605,169,,0,,5.872118,,18.4,,,0,1980,37,1,,,,
SWE,Sweden,0.2101083,0.1689531,0.2194946,0.1959085,0.2055355,172,9.469,1,0.3666085,9.025215,9.75062,36.2,0.2063345,1,0,1980,37,1,12.86767,0.3727819,1,1
SWZ,Swaziland,0.1390285,0.082077,0.0485762,0.479062,0.2512563,173,3.121,0.3333333,0.4759362,6.336826,,16,,0,0,1980,37,1,,,,
SYR,Syrian Arab Republic,0.1267857,0.0754464,0.0427455,0.4902902,0.2647322,175,2.857,0.3333333,0.3085117,9.071538,8.003003,15.4,0.1032377,0.05,0,1980,37,1,6.579144,0.1469926,1,1
TCD,Chad,0.1524972,0.0981132,0.0554939,0.4432852,0.2506104,176,,0.1666667,,8.406709,7.398462,17.9,0.0551023,,0,1980,37,1,4.020683,0.113855,1,1
TGO,Togo,0.1477363,0.0861795,0.048054,0.457506,0.2605242,177,1.623,0,0.3798397,7.831617,7.228293,17.1,0.2336099,0.15,0,1980,37,1,17.69027,0.513698,1,
THA,Thailand,0.1600527,0.096761,0.0520705,0.3943592,0.2967567,178,3.765,0.6666667,0.2186756,10.75188,7.91223,19.5,0.2294572,0.6,0,1980,37,1,12.07421,0.3185245,1,1
TON,Tonga,0.1340206,0.1134021,0.0515464,0.443299,0.2577319,181,,0.3333333,,4.543295,,17.8,,,0,1980,37,1,,,,
TTO,Trinidad and Tobago,0.1641929,0.1011132,0.0797774,0.3432282,0.3116883,182,6.599,0.8333333,0.7065415,6.986567,9.168795,21.6,0.4207354,0.9,0,1980,37,1,17.46514,0.5419397,1,1
TUN,Tunisia,0.1328077,0.1038961,0.0589054,0.4202226,0.2841682,183,1.918,0.1666667,,8.76155,8.3811,18.5,0.2399661,0.05,0,1980,37,1,15.02178,0.4219327,1,
TUR,Turkey,0.1529024,0.1072311,0.0631205,0.4057528,0.2709932,184,2.798,0.3333333,0.2419912,10.70288,8.359807,19.4,0.1072453,0.25,0,1980,37,1,6.193794,0.1333756,1,1
TWN,Taiwan,,,,,,186,6.368,0.3333333,0.387109,,8.677489,,0.3259557,0.15,0,1980,37,1,,,1,
TZA,Tanzania,0.1515473,0.0784543,0.0384309,0.4759276,0.2556399,187,,0.1666667,0.34135,9.829895,6.40638,16.1,0.2153866,0.15,0,1980,37,1,5.329083,0.1439042,1,
UGA,Uganda,0.1420892,0.0811136,0.0409981,0.4783376,0.2574615,188,1.686,0.3333333,,9.45774,6.093689,16.1,-0.0032227,0.65,0,1980,37,1,4.941707,0.1373699,1,1
URY,Uruguay,0.1825669,0.1722718,0.1468771,0.2693892,0.228895,191,5.754,0.3333333,0.2468986,7.977282,8.990587,30.1,0.1174786,0.15,0,1980,37,1,8.667525,0.2022471,1,1
USA,United States,0.193255,0.151817,0.1563497,0.2242795,0.2742989,192,11.907,1,0.396186,12.3337,9.96813,30.1,0.1957063,1,0,1980,37,1,3.712433,0.1069752,1,1
