code,country,age_midage,age_old,age_veryold,age_veryyoung,age_young,code_numeric,education,fhpolrigaug,laborshare,lpop,lrgdpch,medage,nsave,polity4,socialist,year,year_numeric,sample,worldincome,worlddemocracy,samplebalancefe,samplebalancegmm
VEN,"Venezuela, RB",0.1610787,0.0891863,0.0502915,0.4068381,0.2926053,196,4.93,1,0.2906552,9.621854,8.983068,19.1,0.3338937,0.95,0,1980,37,1,9.276115,0.2877642,1,1
VNM,Vietnam,0.1258561,0.1034808,0.0737855,0.4173191,0.2795585,197,,0,,10.89117,,18.6,,0.15,0,1980,37,1,0.6179667,0.016533,,
VNM_N,"Vietnam, North",,,,,,198,,,,,,,,,0,1980,37,1,0.6179667,0.016533,,
VNM_S,"Vietnam, South",,,,,,199,,,,,,,,,0,1980,37,1,0.6179667,0.016533,,
YEM_N,"Yemen, N.Arab",,,,,,204,,0.1666667,,,,,,0.2,0,1980,37,1,,,,
YEM_S,"Yemen, South",,,,,,205,,0.1666667,,,,,,0.1,0,1980,37,1,,,,
ZAF,South Africa,0.1599574,0.0942723,0.0507224,0.4186142,0.2764336,208,4.816,0.3333333,0.5062177,10.2247,8.980937,18.8,0.3140443,0.7,0,1980,37,1,8.15566,0.2434115,1,1
ZAR,"Congo, Dem. Rep.",0.1512361,0.0850591,0.0453243,0.4624149,0.2559656,209,1.399,0.1666667,,10.20018,6.583971,16.8,0.1005961,0.05,0,1980,37,1,4.642532,0.1270457,1,1
ZMB,Zambia,0.144913,0.0809906,0.042838,0.4797523,0.251506,210,3.223,0.3333333,0.2801633,8.654866,7.122066,16,0.1926165,0.05,0,1980,37,1,14.68477,0.4003916,1,
ZWE,Zimbabwe,0.124533,0.0758268,0.0471842,0.4905217,0.2619344,211,2.816,0.6666667,0.394348,8.872487,7.876341,15.4,0.1378135,0.75,0,1980,37,1,7.064424,0.1782944,,
ADO,Andorra,,,,,,1,,,,,,,,,0,1985,38,1,,,,
AFG,Afghanistan,0.1565018,0.092186,0.0469432,0.4395653,0.2648037,2,0.867,0,,9.667164,,17.9,,0.15,0,1985,38,1,,,,
AGO,Angola,0.1523075,0.0906133,0.0479576,0.456079,0.2530425,3,,0,,9.033364,7.528483,17.2,0.2843137,0.15,0,1985,38,1,13.23596,0.4246256,,
ARE,United Arab Emirates,0.3116549,0.0753381,0.0206053,0.2833226,0.3090792,5,,0.3333333,,7.229114,,27.1,,0.1,0,1985,38,1,,,,
ARG,Argentina,0.1887477,0.1458505,0.1244019,0.3100148,0.230985,6,6.744,0.8333333,0.1852767,10.31907,9.065316,27.2,0.219168,0.9,0,1985,38,1,3.134467,0.0848765,1,1
AUS,Australia,0.2167743,0.147542,0.1450489,0.2359522,0.2546826,9,10.061,1,0.4268549,9.665104,9.820157,30.6,0.2164991,1,0,1985,38,1,6.656436,0.1965073,1,1
AUT,Austria,0.2016895,0.1689546,0.1983896,0.1828142,0.2481521,10,8.261,1,0.5242237,8.929965,9.726995,35.2,0.23956,1,0,1985,38,1,13.18225,0.2985473,1,1
BDI,Burundi,0.1469622,0.0745074,0.0509031,0.4421182,0.285509,14,,0,0.1750481,8.464004,6.609796,17.7,0.0410764,0.15,0,1985,38,1,5.763219,0.1337735,1,1
BEL,Belgium,0.2030029,0.1797707,0.1962057,0.1880897,0.2329309,15,8.16,1,0.3894584,9.196038,9.737533,35.3,0.1937226,1,0,1985,38,1,,,1,1
BEN,Benin,0.1385497,0.076003,0.0525791,0.4667331,0.2661351,16,0.89,0,,8.298041,7.066224,16.6,0.008507,0.15,0,1985,38,1,9.711799,0.2906025,1,1
BFA,Burkina Faso,0.121216,0.0697283,0.050194,0.4939198,0.2649418,17,,0,,8.97221,6.71311,15.3,0.0134252,0.15,0,1985,38,1,5.66217,0.148777,1,1
BGD,Bangladesh,0.1514527,0.0852407,0.0492322,0.4312114,0.2828629,18,1.947,0.3333333,0.3298554,11.48336,7.060115,18.1,0.0879744,0.15,0,1985,38,1,4.224624,0.1081119,,
BHR,Bahrain,0.283293,0.0799031,0.0363196,0.3171913,0.283293,20,3.781,0.3333333,,6.052089,,25.9,,0,0,1985,38,1,,,,
BHS,Bahamas,0.1716738,0.0944206,0.0600858,0.3562232,0.3175966,21,,0.8333333,0.4503851,5.446737,,21.4,,,0,1985,38,1,,,,
BOL,Bolivia,0.1599329,0.0968986,0.0561609,0.4187762,0.2682314,25,4.186,0.8333333,0.1511034,8.68186,7.840896,18.9,0.1567321,0.95,0,1985,38,1,7.351155,0.2193041,1,1
BRA,Brazil,0.1765144,0.1020467,0.0626386,0.3684249,0.2903754,26,3.222,0.6666667,0.2039144,11.81453,8.724344,21.4,0.243534,0.85,0,1985,38,1,4.440063,0.1128107,1,1
BRB,Barbados,0.176,0.104,0.148,0.272,0.3,27,7.446,1,0.6869502,5.53339,9.247156,26.3,0.2310884,,0,1985,38,1,16.48835,0.5730001,,
BTN,Bhutan,0.1623989,0.1024259,0.0586253,0.416442,0.2601078,29,,0.3333333,,6.28888,,19.2,,0.1,0,1985,38,1,,,,
BWA,Botswana,0.1383162,0.0652921,0.0360825,0.4810997,0.2792096,30,2.952,0.8333333,0.3486808,6.985642,8.322673,15.8,0.4283066,0.85,0,1985,38,1,4.756592,0.1213062,,
CAF,Central African Republic,0.1572565,0.0989011,0.0621448,0.4209928,0.2607048,31,1.011,0,0.455169,7.882692,7.350046,19,0.0350023,0.15,0,1985,38,1,5.175623,0.1604735,1,1
CAN,Canada,0.2256791,0.1460026,0.1461187,0.2129866,0.2692129,32,10.398,1,0.4364161,10.16362,9.937892,31,0.2339706,1,0,1985,38,1,12.50787,0.4055057,1,1
CHE,Switzerland,0.2267442,0.1753366,0.1917075,0.1748776,0.2313341,33,9.9,1,,8.774931,10.05375,36.2,0.2549388,1,0,1985,38,1,15.94128,0.4172798,1,1
CHL,Chile,0.1904525,0.1155666,0.0848485,0.3116646,0.2974678,34,6.037,0.1666667,0.148833,9.396571,8.514451,24.1,0.1957831,0.2,0,1985,38,1,10.24082,0.3002861,1,1
CHN,China,0.1920333,0.1216316,0.0805598,0.3030115,0.3027638,35,4.149,0.1666667,,13.86529,7.29593,23.8,0.2780757,0.15,0,1985,38,1,4.762408,0.13682,1,1
CIV,Cote d'Ivoire,0.1599579,0.088345,0.0412085,0.4593173,0.2511712,36,,0.1666667,,9.198066,7.750678,17.2,0.2727852,0.05,0,1985,38,1,13.60854,0.395299,1,1
CMR,Cameroon,0.1496673,0.0931572,0.0560135,0.4500943,0.2510676,37,2.031,0.1666667,0.4714843,9.214631,7.935494,17.5,0.2650131,0.1,0,1985,38,1,9.113227,0.2826165,1,1
COG,"Congo, Rep.",0.1475177,0.0865248,0.050591,0.4562648,0.2591017,38,3.264,0,0.4340582,7.562161,7.680787,17.1,0.3974671,0.1,0,1985,38,1,19.47571,0.6383815,1,1
COL,Colombia,0.1680091,0.0856944,0.0603936,0.3782179,0.307685,39,4.147,0.8333333,0.1469268,10.36278,8.377017,20.2,0.2098894,0.9,0,1985,38,1,5.436736,0.1642579,1,1
COM,Comoros,0.1403509,0.0767544,0.0394737,0.4802631,0.2631579,40,,0.1666667,,5.937536,7.723227,15.9,-0.002683,0.15,0,1985,38,1,12.21679,0.3886635,,
CPV,Cape Verde,0.0914826,0.0946372,0.0694006,0.4511041,0.2933754,41,,0.1666667,,5.736572,7.835604,16.9,0.0394384,,0,1985,38,1,10.55752,0.3540459,,
CRI,Costa Rica,0.1692022,0.0912801,0.0693878,0.3591837,0.3109462,42,5.199,1,0.3641866,7.879292,8.443103,21.4,0.2413312,1,0,1985,38,1,16.41922,0.4907788,1,1
CUB,Cuba,0.19741,0.1290036,0.1119019,0.26552,0.2961645,43,,0.1666667,,9.221775,8.840083,25.7,0.1730096,0.15,0,1985,38,1,2.353216,0.0634468,,
CYP,Cyprus,0.2037037,0.1404321,0.1435185,0.2515432,0.2608025,44,7.947,1,0.4557158,6.473891,9.16623,29.3,0.2024693,1,0,1985,38,1,19.90898,0.533839,1,1
DEU,Germany,0.2015833,0.1966403,0.1992534,0.1601467,0.2423763,47,,,,11.26058,9.754589,37.1,0.2323236,,0,1985,38,1,10.07088,0.3276643,,
DEU_W,"Germany, West",,,,,,49,8.979,1,,,,,,1,0,1985,38,1,10.07088,0.3276643,,
DJI,Djibouti,0.1588542,0.0885417,0.046875,0.4348958,0.2708333,50,,0.1666667,,5.869297,,17.9,,0.1,0,1985,38,1,,,,
DMA,Dominica,,,,,,51,,0.8333333,,4.298101,8.471012,,0.0507551,,0,1985,38,1,25.16965,0.8974092,,
DNK,Denmark,0.2249169,0.1605711,0.2030119,0.1844318,0.2270683,52,9.42,1,0.5527889,8.539737,9.913645,36,0.2217019,1,0,1985,38,1,13.25956,0.376735,1,1
DOM,Dominican Republic,0.160559,0.0895963,0.0482919,0.3973602,0.3041925,53,3.794,1,,8.770439,8.036067,19.4,0.0864605,0.8,0,1985,38,1,11.50194,0.3805108,1,1
DZA,Algeria,0.1390716,0.0835161,0.0570632,0.4401042,0.2802449,54,2.139,0.1666667,0.5532384,9.993282,8.612084,17.7,0.3634806,0.05,0,1985,38,1,10.69246,0.3291606,1,
ECU,Ecuador,0.1592483,0.0892406,0.0592373,0.4116936,0.2805803,55,5.517,0.8333333,0.3304108,9.11592,8.276384,19.1,0.2405405,0.9,0,1985,38,1,9.330589,0.2844303,1,1
EGY,"Egypt, Arab Rep.",0.1577103,0.1023215,0.06006,0.4195341,0.2603741,56,2.934,0.5,0.3609217,10.74744,7.925966,19,0.1454787,0.25,0,1985,38,1,8.464839,0.2431183,1,1
ESP,Spain,0.185705,0.1701105,0.1693827,0.2308252,0.2439766,58,5.318,1,0.3833293,10.55602,9.373483,31.9,0.2231183,1,0,1985,38,1,7.111623,0.1850683,1,1
ETH_1,Ethiopia -pre 1993,0.1543094,0.0858029,0.0437617,0.4530801,0.2630459,61,,0,0.1935042,10.7375,6.229138,,0.025115,0.1,0,1985,38,1,4.799707,0.1329273,,
FIN,Finland,0.2380661,0.1662587,0.1744186,0.1940024,0.2272542,63,7.955,0.8333333,0.4327072,8.497398,9.763481,34.7,0.2655715,1,0,1985,38,1,9.94101,0.2930871,1,1
FJI,Fiji,0.1748942,0.0944993,0.045134,0.3864598,0.2990127,64,6.756,0.8333333,0.4562214,6.546785,8.373541,20.5,0.186992,0.95,0,1985,38,1,15.22515,0.5169101,,
FRA,France,0.2084471,0.1659401,0.182129,0.2120467,0.2314371,65,7.307,1,0.5873787,10.91817,9.755048,33.7,0.1925624,0.9,0,1985,38,1,8.482578,0.2161752,1,1
GAB,Gabon,0.1617284,0.0962963,0.0851852,0.4160494,0.2407407,66,,0.1666667,,6.688354,8.861986,19.9,0.4726667,0.05,0,1985,38,1,17.85707,0.5724062,1,1
GBR,United Kingdom,0.20025,0.1640957,0.2066952,0.1924656,0.2364935,67,8.443,1,0.4046265,10.94526,9.667117,35.3,0.1928375,1,0,1985,38,1,10.31777,0.2950144,1,1
GHA,Ghana,0.1481538,0.0817948,0.0446429,0.4651937,0.2602149,70,2.87,0,,9.443038,7.028491,16.7,0.066359,0.15,0,1985,38,1,5.531936,0.1500734,1,1
GIN,Guinea,0.1511911,0.0845995,0.0438942,0.4573251,0.2629901,71,,0,,8.51459,7.728806,17.1,0.4683082,0.15,0,1985,38,1,8.321081,0.2513652,1,
GMB,"Gambia, The",0.1692507,0.1046512,0.0490956,0.4328165,0.244186,72,0.791,0.6666667,,6.622736,7.234966,18.6,0.0503442,0.85,0,1985,38,1,20.13091,0.5721058,,
GNB,Guinea-Bissau,0.1515152,0.0965208,0.0572391,0.4478115,0.2469136,73,,0.1666667,,6.739336,6.294609,17.6,-0.1285138,0.1,0,1985,38,1,10.68672,0.3450278,,
GNQ,Equatorial Guinea,0.1629393,0.1022364,0.0670926,0.4121406,0.2555911,74,,0,,5.743003,7.449494,19.5,-0.0530012,0.15,0,1985,38,1,33.85355,1.012241,,
GRC,Greece,0.1905577,0.1984095,0.178176,0.2129052,0.2199517,75,6.953,0.8333333,0.4140979,9.203718,9.349674,35.1,0.1942867,0.9,0,1985,38,1,9.043262,0.2202163,1,1
GRD,Grenada,,,,,,76,,0.8333333,,4.49981,8.217793,,0.0086663,,0,1985,38,1,15.57823,0.5535954,,
GTM,Guatemala,0.140199,0.0867037,0.047939,0.4632381,0.2619202,77,2.438,0.5,0.1938697,8.953898,8.182334,16.7,0.1046163,,0,1985,38,1,7.910192,0.2459366,1,1
GUY,Guyana,0.1525199,0.0848806,0.0596817,0.3912467,0.3116711,78,5.01,0.3333333,,6.625392,7.709775,19.5,0.22,0.15,0,1985,38,1,28.17943,0.9650887,,
HND,Honduras,0.1397129,0.0779904,0.0430622,0.4624402,0.2767943,79,3.561,0.8333333,0.3948273,8.338784,7.725555,16.7,0.1174612,0.75,0,1985,38,1,12.92263,0.4117187,1,1
HTI,Haiti,0.1518513,0.092807,0.061817,0.431251,0.2622737,81,2.234,0,,8.676076,6.874998,18.4,0.0317508,0.05,0,1985,38,1,12.54079,0.420751,,
IDN,Indonesia,0.1654696,0.1098559,0.0568228,0.383503,0.2843488,83,3.648,0.3333333,0.2134041,12.00173,7.730899,20.3,0.2868937,0.15,0,1985,38,1,10.51251,0.3189556,1,1
IND,India,0.1714587,0.1118729,0.0661437,0.3750831,0.2754416,84,3.134,0.8333333,0.4213597,13.54782,7.221988,21.2,0.2070422,0.9,0,1985,38,1,2.622193,0.0668851,1,1
IRL,Ireland,0.1816897,0.1282848,0.1446736,0.2969765,0.2483753,85,7.869,1,0.275108,8.171882,9.295671,26.9,0.1790714,1,0,1985,38,1,24.20772,0.7661431,1,1
IRN,Iran,0.1412204,0.0899013,0.0553858,0.4464721,0.2670203,86,2.67,0.3333333,0.4472229,10.76003,8.397391,17.6,0.2096569,0.2,0,1985,38,1,3.972258,0.1091252,1,1
IRQ,Iraq,0.1523266,0.0820371,0.0423968,0.4532388,0.2700007,87,2.342,0,,9.636719,,17.2,,0.05,0,1985,38,1,,,,
ISL,Iceland,0.1942149,0.1322314,0.1404959,0.2644628,0.268595,88,7.55,1,0.6910595,5.484797,9.857358,28,0.2021621,1,0,1985,38,1,13.31112,0.4168469,1,1
ISR,Israel,0.1871801,0.117475,0.1242993,0.3253717,0.2456739,89,9.013,0.8333333,0.5430319,8.350666,9.392495,25.4,0.0574955,0.95,0,1985,38,1,12.34421,0.3729419,1,1
ITA,Italy,0.1978867,0.187267,0.1840334,0.1958193,0.2349937,90,5.756,1,0.5234374,10.94364,9.704334,35.2,0.2306558,1,0,1985,38,1,8.918689,0.2219646,1,1
JAM,Jamaica,0.1414889,0.0922943,0.0940357,0.3665651,0.305616,91,4.126,0.8333333,0.3536654,7.745479,8.100238,20.6,0.144711,1,0,1985,38,1,18.27269,0.6227759,1,1
JOR,Jordan,0.1289726,0.0772358,0.0513673,0.4704361,0.2719882,92,3.944,0.3333333,0.2349397,7.880048,8.400855,16.2,-0.1516186,0.05,0,1985,38,1,21.00198,0.429697,1,1
JPN,Japan,0.2390493,0.1914645,0.1477031,0.2151411,0.206642,93,8.507,1,0.335191,11.70151,9.783747,35.2,0.31732,1,0,1985,38,1,5.250297,0.128617,1,1
KEN,Kenya,0.1253163,0.0691366,0.0417552,0.5040996,0.2596923,95,2.382,0.1666667,0.432795,9.897017,7.04774,14.8,0.210714,0.15,0,1985,38,1,10.58329,0.265687,1,1
KHM,Cambodia,0.1587829,0.0806849,0.0449618,0.4413649,0.2742055,97,,0,,8.962392,,17.8,,,0,1985,38,1,,,,
KIR,Kiribati,,,,,,98,,1,,4.174387,,,,,0,1985,38,1,,,,
KOE,Korea,0.1960431,0.1289877,0.0683867,0.2995332,0.3070493,100,,,,10.991,,,,,0,1985,38,1,,,,
KOR,"Korea, Rep.",0.195486,0.1256188,0.0680292,0.2996863,0.3111797,101,8.025,0.5,0.2968501,10.61658,8.790099,24.5,0.3221039,0.25,0,1985,38,1,15.63246,0.4634237,1,1
KWT,Kuwait,0.2406977,0.0854651,0.0203488,0.3715116,0.2819767,102,5.276,0.5,0.2131838,7.445417,,22.5,,0.1,0,1985,38,1,,,,
LAO,Lao PDR,0.1428177,0.0969613,0.0627072,0.4325967,0.2649171,103,,0,,8.194506,,18.3,,0.15,0,1985,38,1,,,,
LBN,Lebanon,0.1435532,0.112069,0.0783358,0.3744378,0.2916042,104,,0.3333333,,8.094036,,20.2,,,0,1985,38,1,,,,
LBR,Liberia,0.1472618,0.0796134,0.0414174,0.4661758,0.2655315,105,1.592,0.3333333,,7.693026,,16.6,,0.2,0,1985,38,1,,,,
LBY,Libya,0.1616055,0.0858199,0.038817,0.4639556,0.2498019,106,,0.1666667,,8.239065,,16.8,,0.15,0,1985,38,1,,,,
LCA,St. Lucia,0.1404959,0.0909091,0.0826446,0.4049587,0.2809917,107,,1,,4.826713,8.152157,18.9,0.1456486,,0,1985,38,1,16.15255,0.5780259,,
LIE,Liechtenstein,,,,,,108,,,,,,,,,0,1985,38,1,,,,
LKA,Sri Lanka,0.1827964,0.1140716,0.0783962,0.3351054,0.2896304,109,5.228,0.6666667,0.1753525,9.646981,7.723791,23.2,0.1024762,0.75,0,1985,38,1,15.24784,0.3612304,1,1
LSO,Lesotho,0.1338419,0.0943135,0.0658807,0.4445215,0.2614425,110,3.701,0.3333333,,7.327123,7.179348,17.6,-0.765996,0.15,0,1985,38,1,2.091191,0.0551858,,
LUX,Luxembourg,0.2185792,0.1939891,0.1803279,0.1721312,0.2349727,112,,1,0.4753402,5.905907,9.905174,35.7,0.1773967,,0,1985,38,1,,,1,1
MAR,Morocco,0.1469358,0.093517,0.0565103,0.4183488,0.2846881,114,,0.5,0.3403667,9.982668,8.051818,18.8,0.1479597,0.1,0,1985,38,1,10.55787,0.2914109,1,1
MDG,Madagascar,0.1490773,0.0864091,0.0486351,0.4485775,0.2673011,116,,0.3333333,,9.222566,6.863005,17.5,0.0089852,0.2,0,1985,38,1,5.91196,0.1754477,1,1
MDV,Maldives,0.145946,0.0864865,0.0540541,0.4540541,0.2594595,117,,0.3333333,,5.214936,,17.3,,,0,1985,38,1,,,,
MEX,Mexico,0.1533844,0.0842388,0.0555099,0.4230627,0.2838042,118,4.489,0.5,0.1872804,11.23142,8.945503,18.3,0.2814458,0.35,0,1985,38,1,6.458859,0.2127507,1,1
MLI,Mali,0.1386027,0.0772807,0.0374466,0.4762503,0.2704197,120,0.489,0,,8.907747,6.755792,16.1,-0.1152911,0.15,0,1985,38,1,7.596357,0.1905854,1,1
MLT,Malta,0.2318841,0.1536232,0.142029,0.2405797,0.2318841,121,6.46,0.8333333,0.481187,5.840641,,31.7,,,0,1985,38,1,,,,
MMR,Myanmar,0.1711447,0.095574,0.066821,0.3921225,0.2743377,122,2.022,0,,10.52299,,20.1,,0.1,0,1985,38,1,,,,
MNG,Mongolia,0.162742,0.0910518,0.0491889,0.4228153,0.274202,123,,0,,7.554335,,18.6,,0.15,0,1985,38,1,,,,
MOZ,Mozambique,0.1530451,0.0912384,0.0505622,0.4463814,0.2587729,125,0.615,0.1666667,,9.513477,6.654599,17.6,-0.0412736,0.1,0,1985,38,1,7.561085,0.2056427,,
MRT,Mauritania,0.1518498,0.0955273,0.0513528,0.4384318,0.2628382,126,,0,,7.476472,7.313798,17.9,0.0635577,0.15,0,1985,38,1,17.81785,0.5513485,1,1
MUS,Mauritius,0.1907571,0.1091445,0.0737463,0.3166175,0.3097345,127,4.733,0.8333333,0.4499706,6.923629,8.832932,23.4,0.2157299,1,0,1985,38,1,22.59761,0.6678718,,
MWI,Malawi,0.1476223,0.0813232,0.0414886,0.4709855,0.2585803,128,2.602,0.1666667,,8.888481,6.476879,16.4,0.1287984,0.05,0,1985,38,1,12.07901,0.3155245,1,
MYS,Malaysia,0.1708344,0.0954963,0.0562644,0.3867696,0.2906354,129,4.877,0.6666667,0.2656355,9.65995,8.603088,20.3,0.3271331,0.7,0,1985,38,1,26.2035,0.7320094,1,1
NER,Niger,0.134374,0.0713193,0.0378023,0.4977043,0.2588001,131,0.423,0,,8.791334,6.7974,15.1,0.0054129,0.15,0,1985,38,1,8.803802,0.254063,1,1
NGA,Nigeria,0.148954,0.0849912,0.0473239,0.4599625,0.2587686,132,,0,,11.32895,6.935002,17,0.1262746,0.15,0,1985,38,1,9.277671,0.2835942,1,1
NIC,Nicaragua,0.1379006,0.0726257,0.0414584,0.4763305,0.2716848,133,3.195,0.3333333,,8.132707,8.002988,16.1,0.1607855,0.45,0,1985,38,1,12.33743,0.3627941,1,1
NLD,Netherlands,0.2252433,0.1562349,0.1677593,0.1944655,0.256297,134,8.317,1,0.6013884,9.581352,9.730054,33.1,0.2448394,1,0,1985,38,1,21.63829,0.5373288,1,1
NOR,Norway,0.2109319,0.1447147,0.2123766,0.1998555,0.2321214,135,8.4,1,0.5523462,8.331586,9.867865,34.6,0.3391481,1,0,1985,38,1,13.29014,0.3976612,1,1
NPL,Nepal,0.1648179,0.0997709,0.0560646,0.4118037,0.2675428,136,0.772,0.6666667,0.2521126,9.692272,6.908319,19.2,0.1339,0.4,0,1985,38,1,4.436488,0.1213813,1,1
NZL,New Zealand,0.2076402,0.1407887,0.1472582,0.2436845,0.2606285,137,11.431,1,0.54045,8.093004,9.69045,29.7,0.2248692,1,0,1985,38,1,11.46788,0.3564655,1,1
OMN,Oman,0.1955526,0.0706344,0.0320471,0.4512753,0.2504905,139,,0.1666667,,7.242083,,17.6,,0,0,1985,38,1,,,,
PAK,Pakistan-post-1972,0.1620591,0.100663,0.0535994,0.4200107,0.2636678,140,1.824,0.5,0.214729,11.45947,7.275558,19,0.0587372,0.3,0,1985,38,1,7.740178,0.1890064,,
PAK_1,Pakistan-pre-1972,0.1567151,0.0928926,0.051399,0.4256541,0.2733392,141,,,0.214729,12.16463,,,,,0,1985,38,1,7.740178,0.1890064,,
PAN,Panama,0.1682759,0.0937931,0.0689655,0.3765517,0.2924138,142,6.216,0.1666667,0.3645403,7.681099,8.673018,20.5,0.1825855,0.2,0,1985,38,1,26.13856,0.8299711,1,1
PER,Peru,0.162687,0.0961775,0.0572351,0.4009018,0.2829986,144,5.603,0.8333333,0.1394957,9.877759,8.382646,19.6,0.2493365,0.85,0,1985,38,1,5.927165,0.1800043,1,1
PHL,Philippines,0.1604135,0.0839384,0.0494232,0.4206686,0.2855563,145,6.532,0.5,0.2600261,10.90101,7.923011,18.6,0.1742294,0.2,0,1985,38,1,10.8499,0.3114864,1,1
PNG,Papua New Guinea,0.1642036,0.0867542,0.0372195,0.4324028,0.2794198,147,1.335,0.8333333,0.3560138,8.164795,8.027691,18.1,0.0950456,1,0,1985,38,1,20.52676,0.6131899,,
PRK,"Korea, Dem. Rep.",0.1972697,0.1364053,0.0691739,0.299196,0.297955,149,,0,,9.827254,,24.3,,0.05,0,1985,38,1,,,,
PRT,Portugal,0.1834798,0.168298,0.1694966,0.2353176,0.2434079,150,3.569,1,0.3644361,9.21148,9.128251,31.6,0.1917644,1,0,1985,38,1,13.22229,0.3699872,1,1
PRY,Paraguay,0.1557218,0.0789692,0.0581879,0.4214464,0.2856747,151,4.839,0.3333333,,8.191186,8.376948,18.7,0.1767804,0.1,0,1985,38,1,6.316171,0.1765169,1,1
QAT,Qatar,0.320442,0.0856354,0.019337,0.2762431,0.2983426,152,,0.3333333,,5.880533,,27.5,,0,0,1985,38,1,,,,
RWA,Rwanda,0.1387487,0.0741675,0.0375042,0.4870501,0.2625294,155,1.346,0.1666667,,8.708805,6.978871,15.6,0.0819838,0.15,0,1985,38,1,4.89128,0.1152292,1,1
SAU,Saudi Arabia,0.1814591,0.0653656,0.0383364,0.4255731,0.2892658,157,,0.1666667,0.2571787,9.423757,,18.9,,0,0,1985,38,1,,,,
SDN,Sudan,0.1592504,0.0904166,0.0480504,0.4354738,0.2668088,159,0.949,0.1666667,,10.01811,,18.1,,,0,1985,38,1,,,,
SEN,Senegal,0.1494902,0.0856471,0.0429804,0.4616471,0.2602353,160,1.933,0.6666667,0.348141,8.760139,7.306947,16.9,-0.0302506,0.45,0,1985,38,1,12.09197,0.3362909,,
SGP,Singapore,0.2334071,0.1261062,0.0785398,0.2429941,0.3189528,162,4.504,0.5,0.2931361,7.914252,9.512479,27.3,0.4061916,0.4,0,1985,38,1,79.19971,2.028907,1,1
SLB,Solomon Islands,0.1391941,0.0805861,0.0549451,0.4725275,0.2527473,164,,0.8333333,,5.605802,,16.2,,,0,1985,38,1,,,,
SLE,Sierra Leone,0.1593637,0.0965671,0.0510745,0.4325984,0.2603963,165,1.053,0.3333333,,8.183677,7.098263,18.3,0.0089674,0.15,0,1985,38,1,6.296584,0.1716258,1,
SLV,El Salvador,0.1494446,0.0922239,0.0578495,0.4355481,0.264934,166,3.443,0.8333333,,8.470101,8.193586,17.9,0.0328282,0.8,0,1985,38,1,11.05532,0.3187136,1,1
SOM,Somalia,0.1429649,0.079626,0.0449404,0.4735334,0.2589353,167,,0,,8.799662,,16.3,,0.15,0,1985,38,1,,,,
STP,Sao Tome and Principe,0.1238095,0.0857143,0.0666667,0.4666667,0.2571429,168,,0,,4.60517,7.054222,16.6,-0.1809341,,0,1985,38,1,18.67966,0.5847308,,
SUR,Suriname,0.1305483,0.0992167,0.0626632,0.383812,0.3237598,169,,0.1666667,,5.950643,,19.5,,,0,1985,38,1,,,,
SWE,Sweden,0.2215569,0.1608383,0.2359281,0.1753293,0.2063473,172,9.217,1,0.339958,9.030017,9.836894,38.1,0.22786,1,0,1985,38,1,12.92065,0.3749099,1,1
SWZ,Swaziland,0.1379801,0.0796586,0.0455192,0.4765292,0.2603129,173,4.39,0.3333333,0.2313742,6.490724,,16.1,,0,0,1985,38,1,,,,
SYC,Seychelles,,,,,,174,,0.1666667,,4.210645,8.819954,,0.2785293,,0,1985,38,1,15.71368,0.4557308,,
SYR,Syrian Arab Republic,0.1281932,0.0715281,0.0415235,0.4918718,0.2668834,175,3.544,0.1666667,0.2663449,9.249272,8.029099,15.4,0.111565,0.05,0,1985,38,1,6.631462,0.1493034,1,1
TCD,Chad,0.1494139,0.0933837,0.054242,0.4500298,0.2529307,176,,0,,8.540128,6.937676,17.5,-0.1201873,0.15,0,1985,38,1,4.041049,0.1157377,1,1
TGO,Togo,0.1482851,0.0840619,0.0484196,0.4583053,0.260928,177,1.871,0.1666667,,7.998335,7.168874,17,0.0787055,0.15,0,1985,38,1,17.75906,0.489114,1,
THA,Thailand,0.1746602,0.105207,0.0560801,0.3559577,0.308095,178,4.777,0.6666667,0.1527522,10.84244,8.092428,21.3,0.2547348,0.6,0,1985,38,1,12.15042,0.3277619,1,1
TON,Tonga,0.1354167,0.1041667,0.0625,0.40625,0.2916667,181,,0.3333333,,4.553877,,18.5,,,0,1985,38,1,,,,
TTO,Trinidad and Tobago,0.179966,0.1010187,0.0806452,0.336163,0.3022071,182,6.376,1,,7.071573,9.203589,22.8,0.2289278,0.95,0,1985,38,1,17.54505,0.5470362,1,1
TUN,Tunisia,0.1410901,0.1053419,0.0626614,0.4009787,0.289928,183,2.478,0.3333333,,8.890184,8.475858,19.5,0.2413262,0.1,0,1985,38,1,15.07608,0.4287574,1,
TUR,Turkey,0.1603572,0.1092319,0.0623686,0.3883864,0.279656,184,3.383,0.6666667,0.1725954,10.82548,8.494387,20.3,0.2001995,0.85,0,1985,38,1,6.226797,0.1322492,1,1
TWN,Taiwan,,,,,,186,6.874,0.3333333,0.4087705,,8.924109,,0.3283401,0.15,0,1985,38,1,,,1,
TZA,Tanzania,0.1458813,0.0782216,0.0375085,0.4750169,0.2633717,187,,0.1666667,0.2489527,9.988518,6.449449,16.2,0.1771577,0.15,0,1985,38,1,5.355441,0.1461678,1,
